country,gasDayStart,full,gasInStorage,trend
DE,2025-12-31,56.59,142.1116,-0.53
DE,2025-12-30,57.12,143.446,-0.56
DE,2025-12-29,57.68,144.8559,-0.61
DE,2025-12-28,58.29,146.3856,-0.43
DE,2025-12-27,58.72,147.4637,-0.42
DE,2025-12-26,59.14,148.5261,-0.64
DE,2025-12-25,59.78,150.122,-0.52
DE,2025-12-24,60.3,151.4402,-0.32
DE,2025-12-23,60.62,152.2448,-0.25
DE,2025-12-22,60.87,152.8778,-0.23
DE,2025-12-21,61.1,153.4518,-0.08
DE,2025-12-20,61.19,153.6632,-0.18
DE,2025-12-19,61.36,154.1121,-0.13
DE,2025-12-18,61.49,154.4399,-0.11
DE,2025-12-17,61.61,154.7253,-0.46
DE,2025-12-16,62.07,155.8745,-0.58
DE,2025-12-15,62.65,157.3343,-0.41
DE,2025-12-14,63.06,158.3657,-0.18
DE,2025-12-13,63.24,158.8221,-0.27
DE,2025-12-12,63.51,159.493,-0.44
DE,2025-12-11,63.95,160.5947,-0.26
DE,2025-12-10,64.2,161.2433,-0.1
DE,2025-12-09,64.3,161.4942,-0.05
DE,2025-12-08,64.35,161.6139,-0.01
DE,2025-12-07,64.36,161.6329,-0.02
DE,2025-12-06,64.38,161.6846,-0.16
DE,2025-12-05,64.53,162.0745,-0.5
DE,2025-12-04,65.03,163.3268,-0.58
DE,2025-12-03,65.61,164.7716,-0.7
DE,2025-12-02,66.31,166.5336,-0.43
DE,2025-12-01,66.74,167.6205,-0.39
DE,2025-11-30,67.13,168.6038,-0.13
DE,2025-11-29,67.26,168.923,-0.14
DE,2025-11-28,67.4,169.2775,-0.42
DE,2025-11-27,67.82,170.326,-0.63
DE,2025-11-26,68.45,171.9039,-0.82
DE,2025-11-25,69.26,173.9516,-0.72
DE,2025-11-24,69.98,175.7549,-0.66
DE,2025-11-23,70.64,177.4075,-0.51
DE,2025-11-22,71.15,178.6885,-0.54
DE,2025-11-21,71.69,180.0399,-0.79
DE,2025-11-20,72.47,182.0119,-0.69
DE,2025-11-19,73.16,183.7444,-0.51
DE,2025-11-18,73.68,185.0321,-0.62
DE,2025-11-17,74.3,186.5933,-0.32
DE,2025-11-16,74.62,187.3973,-0.05
DE,2025-11-15,74.66,187.5111,-0.01
DE,2025-11-14,74.68,187.5467,-0.04
DE,2025-11-13,74.72,187.6527,0.01
DE,2025-11-12,74.71,187.6351,0.05
DE,2025-11-11,74.67,187.5203,0.01
DE,2025-11-10,74.66,187.4961,-0.17
DE,2025-11-09,74.83,187.9335,-0.05
DE,2025-11-08,74.88,188.0595,-0.08
DE,2025-11-07,74.96,188.2576,-0.19
DE,2025-11-06,75.15,188.747,-0.16
DE,2025-11-05,75.32,189.1609,0.01
DE,2025-11-04,75.31,189.1247,0.07
DE,2025-11-03,75.24,188.9506,0.01
DE,2025-11-02,75.23,188.9352,0.1
DE,2025-11-01,75.13,188.6759,0.18
DE,2025-10-31,74.94,188.2252,-0.03
DE,2025-10-30,74.97,188.3028,0.01
DE,2025-10-29,75.05,188.2818,-0.1
DE,2025-10-28,75.15,188.5342,-0
DE,2025-10-27,75.15,188.5358,-0.18
DE,2025-10-26,75.33,188.9945,-0.01
DE,2025-10-25,75.34,189.0073,0
DE,2025-10-24,75.34,189.0014,-0.05
DE,2025-10-23,75.39,189.1277,0.02
DE,2025-10-22,75.37,189.0758,-0.05
DE,2025-10-21,75.41,189.1924,-0.03
DE,2025-10-20,75.44,189.2633,-0.03
DE,2025-10-19,75.47,189.3327,0.03
DE,2025-10-18,75.44,189.2667,0.01
DE,2025-10-17,75.43,189.2445,-0.05
DE,2025-10-16,75.48,189.3715,-0.19
DE,2025-10-15,75.67,189.8502,-0.15
DE,2025-10-14,75.82,190.2227,-0.1
DE,2025-10-13,75.92,190.4641,-0.18
DE,2025-10-12,76.1,190.9141,0.02
DE,2025-10-11,76.08,190.865,0.05
DE,2025-10-10,76.03,190.7396,0.01
DE,2025-10-09,76.01,190.703,0
DE,2025-10-08,76.01,190.7023,-0.07
DE,2025-10-07,76.08,190.8762,-0.11
DE,2025-10-06,76.19,191.1466,-0.19
DE,2025-10-05,76.4,191.6228,0.06
DE,2025-10-04,76.34,191.4762,0.13
DE,2025-10-03,76.2,191.1414,-0
DE,2025-10-02,76.21,191.1469,-0.11
DE,2025-10-01,76.31,191.4178,-0.11
DE,2025-09-30,76.68,191.6921,-0.05
DE,2025-09-29,76.73,191.8158,-0
DE,2025-09-28,76.73,191.8201,0.11
DE,2025-09-27,76.62,191.5459,0.12
DE,2025-09-26,76.5,191.2342,0.04
DE,2025-09-25,76.46,191.1453,0.02
DE,2025-09-24,76.44,191.0942,-0.01
DE,2025-09-23,76.45,191.1177,-0.03
DE,2025-09-22,76.65,191.1885,0.02
DE,2025-09-21,76.63,191.1308,0.25
DE,2025-09-20,76.38,190.498,0.25
DE,2025-09-19,76.12,189.866,0.13
DE,2025-09-18,75.99,189.5304,0.13
DE,2025-09-17,75.86,189.2121,0.1
DE,2025-09-16,75.76,188.9555,0.13
DE,2025-09-15,75.62,188.6193,0.23
DE,2025-09-14,75.4,188.0571,0.27
DE,2025-09-13,75.13,187.3813,0.29
DE,2025-09-12,74.84,186.6666,0.25
DE,2025-09-11,74.59,186.0495,0.18
DE,2025-09-10,74.41,185.5896,0.17
DE,2025-09-09,74.23,185.1596,0.1
DE,2025-09-08,74.22,184.9099,0.14
DE,2025-09-07,74.08,184.553,0.38
DE,2025-09-06,73.69,183.5947,0.36
DE,2025-09-05,73.33,182.6921,0.25
DE,2025-09-04,73.08,182.0805,0.34
DE,2025-09-03,72.74,181.2279,0.25
DE,2025-09-02,72.54,180.6084,0.09
DE,2025-09-01,72.54,180.3845,1.49
DE,2025-08-31,71.05,176.6675,0.4
DE,2025-08-30,70.65,175.6844,0.39
DE,2025-08-29,70.26,174.7041,0.33
DE,2025-08-28,69.92,173.8767,0.29
DE,2025-08-27,69.6,173.1505,0.18
DE,2025-08-26,69.42,172.7102,0.25
DE,2025-08-25,69.17,172.083,0.26
DE,2025-08-24,68.91,171.4373,0.35
DE,2025-08-23,68.56,170.5564,0.37
DE,2025-08-22,68.19,169.6457,0.25
DE,2025-08-21,67.94,169.0267,0.28
DE,2025-08-20,67.66,168.3259,0.25
DE,2025-08-19,67.41,167.7072,0.3
DE,2025-08-18,67.11,166.9644,0.26
DE,2025-08-17,66.85,166.3086,0.37
DE,2025-08-16,66.47,165.3805,0.36
DE,2025-08-15,66.12,164.4735,0.39
DE,2025-08-14,65.73,163.5007,0.3
DE,2025-08-13,65.43,162.763,0.25
DE,2025-08-12,65.18,162.1392,0.28
DE,2025-08-11,65.04,161.4407,0.36
DE,2025-08-10,64.68,160.5504,0.46
DE,2025-08-09,64.22,159.413,0.42
DE,2025-08-08,63.93,158.3778,0.34
DE,2025-08-07,63.59,157.5353,0.33
DE,2025-08-06,63.26,156.7114,0.36
DE,2025-08-05,62.9,155.8115,0.44
DE,2025-08-04,62.46,154.7213,0.39
DE,2025-08-03,62.07,153.7645,0.48
DE,2025-08-02,61.6,152.5849,0.57
DE,2025-08-01,61.02,151.1612,0.31
DE,2025-07-31,60.8,150.3971,0.26
DE,2025-07-30,60.56,149.7583,0.38
DE,2025-07-29,60.18,148.8225,0.34
DE,2025-07-28,59.85,147.9933,0.4
DE,2025-07-27,59.45,147.0039,0.45
DE,2025-07-26,59.0,145.899,0.4
DE,2025-07-25,58.6,144.9117,0.25
DE,2025-07-24,58.36,144.3055,0.16
DE,2025-07-23,58.2,143.9156,0.25
DE,2025-07-22,57.95,143.2904,0.26
DE,2025-07-21,57.7,142.6596,0.26
DE,2025-07-20,57.44,142.0248,0.44
DE,2025-07-19,57.0,140.9293,0.45
DE,2025-07-18,56.55,139.8247,0.26
DE,2025-07-17,56.29,139.1755,0.2
DE,2025-07-16,56.1,138.6904,0.26
DE,2025-07-15,55.84,138.0543,0.23
DE,2025-07-14,55.61,137.4921,0.24
DE,2025-07-13,55.37,136.8975,0.44
DE,2025-07-12,54.93,135.8089,0.56
DE,2025-07-11,54.37,134.4262,0.37
DE,2025-07-10,54.02,133.5212,0.44
DE,2025-07-09,53.54,132.4268,-1.24
DE,2025-07-08,54.78,135.4935,1.85
DE,2025-07-07,52.93,130.9218,0.25
DE,2025-07-06,52.68,130.3086,0.38
DE,2025-07-05,52.3,129.3591,0.43
DE,2025-07-04,51.87,128.2912,0.31
DE,2025-07-03,51.56,127.5356,0.26
DE,2025-07-02,51.3,126.8856,0.36
DE,2025-07-01,50.94,125.9974,0.28
DE,2025-06-30,50.66,125.3109,0.32
DE,2025-06-29,50.34,124.5088,0.47
DE,2025-06-28,49.87,123.3441,0.41
DE,2025-06-27,49.46,122.3229,0.42
DE,2025-06-26,49.04,121.288,0.06
DE,2025-06-25,48.98,121.1504,0.16
DE,2025-06-24,48.82,120.7569,0.32
DE,2025-06-23,48.5,119.9722,0.33
DE,2025-06-22,48.18,119.1683,0.48
DE,2025-06-21,47.7,117.993,0.48
DE,2025-06-20,47.23,116.8073,0.31
DE,2025-06-19,46.92,116.0464,0.33
DE,2025-06-18,46.59,115.2356,0.28
DE,2025-06-17,46.31,114.5381,0.24
DE,2025-06-16,46.06,113.9349,0.26
DE,2025-06-15,45.8,113.2796,0.44
DE,2025-06-14,45.36,112.185,0.46
DE,2025-06-13,44.9,111.049,0.28
DE,2025-06-12,44.62,110.3668,0.28
DE,2025-06-11,44.34,109.6807,0.29
DE,2025-06-10,44.06,108.9713,0.34
DE,2025-06-09,43.72,108.1419,0.38
DE,2025-06-08,43.34,107.2085,0.43
DE,2025-06-07,42.91,106.133,0.47
DE,2025-06-06,42.44,104.9758,0.36
DE,2025-06-05,42.08,104.0763,0.15
DE,2025-06-04,41.93,103.7107,0.32
DE,2025-06-03,41.61,102.9232,0.23
DE,2025-06-02,41.38,102.3512,0.26
DE,2025-06-01,41.12,101.7025,0.87
DE,2025-05-31,40.26,99.5504,0.51
DE,2025-05-30,39.75,98.2974,0.39
DE,2025-05-29,39.36,97.3378,0.32
DE,2025-05-28,39.04,96.5497,0.21
DE,2025-05-27,38.83,96.0277,0.18
DE,2025-05-26,38.65,95.5799,0.21
DE,2025-05-25,38.45,95.0725,0.33
DE,2025-05-24,38.12,94.2632,0.19
DE,2025-05-23,37.93,93.7907,0.07
DE,2025-05-22,37.86,93.6268,0.13
DE,2025-05-21,37.73,93.308,-0.09
DE,2025-05-20,37.82,93.5199,0.18
DE,2025-05-19,37.64,93.078,0.17
DE,2025-05-18,37.47,92.6586,0.27
DE,2025-05-17,37.2,91.9836,0.33
DE,2025-05-16,36.87,91.1739,0.19
DE,2025-05-15,36.68,90.7017,0.21
DE,2025-05-14,36.47,90.1748,0.28
DE,2025-05-13,36.19,89.4934,0.18
DE,2025-05-12,36.01,89.0393,0.29
DE,2025-05-11,35.71,88.3242,0.34
DE,2025-05-10,35.37,87.4778,0.31
DE,2025-05-09,35.19,86.7031,0.12
DE,2025-05-08,35.07,86.4176,0.08
DE,2025-05-07,34.86,86.2159,0.13
DE,2025-05-06,34.73,85.8938,0.11
DE,2025-05-05,34.75,85.6328,0.16
DE,2025-05-04,34.6,85.2411,0.36
DE,2025-05-03,34.23,84.3448,0.42
DE,2025-05-02,33.81,83.312,0.41
DE,2025-05-01,33.4,82.291,0.42
DE,2025-04-30,32.98,81.2538,0.33
DE,2025-04-29,32.64,80.4348,0.25
DE,2025-04-28,32.38,79.827,0.23
DE,2025-04-27,32.15,79.2687,0.27
DE,2025-04-26,31.87,78.5919,0.24
DE,2025-04-25,31.63,78.0078,0.12
DE,2025-04-24,31.51,77.7045,0.05
DE,2025-04-23,31.46,77.5732,0.09
DE,2025-04-22,31.37,77.3529,0.09
DE,2025-04-21,31.28,77.1401,0.27
DE,2025-04-20,31.02,76.4863,0.32
DE,2025-04-19,30.69,75.6904,0.28
DE,2025-04-18,30.42,75.0044,0.2
DE,2025-04-17,30.22,74.5088,0.08
DE,2025-04-16,30.14,74.3138,0.13
DE,2025-04-15,30.01,74.0006,0.24
DE,2025-04-14,29.77,73.4206,0.15
DE,2025-04-13,29.62,73.0489,0.25
DE,2025-04-12,29.37,72.4241,0.22
DE,2025-04-11,29.15,71.8817,0.01
DE,2025-04-10,29.14,71.8576,-0.07
DE,2025-04-09,29.21,72.0293,-0.08
DE,2025-04-08,29.29,72.2303,-0.11
DE,2025-04-07,29.4,72.4982,-0.18
DE,2025-04-06,29.58,72.9455,0.05
DE,2025-04-05,29.53,72.8137,0.17
DE,2025-04-04,29.36,72.4026,0.1
DE,2025-04-03,29.26,72.1549,0.05
DE,2025-04-02,29.21,72.0403,0.01
DE,2025-04-01,29.14,72.0222,0.04
DE,2025-03-31,28.69,71.9173,-0.12
DE,2025-03-30,28.81,72.2276,0.02
DE,2025-03-29,28.79,72.1661,0.06
DE,2025-03-28,28.73,72.0281,0
DE,2025-03-27,28.73,72.023,-0.09
DE,2025-03-26,28.82,72.2491,-0.13
DE,2025-03-25,28.95,72.5852,-0.07
DE,2025-03-24,29.03,72.7687,-0.06
DE,2025-03-23,29.08,72.9071,0.11
DE,2025-03-22,28.97,72.6222,0.19
DE,2025-03-21,28.78,72.1556,0.06
DE,2025-03-20,28.72,71.9981,-0.01
DE,2025-03-19,28.74,72.0356,-0.17
DE,2025-03-18,28.91,72.4675,-0.28
DE,2025-03-17,29.19,73.1663,-0.39
DE,2025-03-16,29.58,74.1461,-0.2
DE,2025-03-15,29.78,74.6542,-0.25
DE,2025-03-14,30.03,75.277,-0.43
DE,2025-03-13,30.46,76.3469,-0.5
DE,2025-03-12,30.96,77.6123,-0.49
DE,2025-03-11,31.45,78.8284,-0.39
DE,2025-03-10,31.83,79.7998,-0.24
DE,2025-03-09,32.08,80.4097,0.02
DE,2025-03-08,32.06,80.3617,0.07
DE,2025-03-07,31.99,80.1874,-0.1
DE,2025-03-06,32.09,80.4475,-0.17
DE,2025-03-05,32.26,80.8709,-0.23
DE,2025-03-04,32.49,81.4456,-0.35
DE,2025-03-03,32.84,82.3268,-0.45
DE,2025-03-02,33.29,83.4623,-0.32
DE,2025-03-01,33.61,84.2532,-0.37
DE,2025-02-28,33.85,85.178,-1.32
DE,2025-02-27,35.17,88.4934,-0.49
DE,2025-02-26,35.66,89.7261,-0.47
DE,2025-02-25,36.13,90.9077,-0.38
DE,2025-02-24,36.51,91.8557,-0.27
DE,2025-02-23,36.78,92.5397,-0.14
DE,2025-02-22,36.89,92.8997,-0.2
DE,2025-02-21,37.09,93.4109,-0.37
DE,2025-02-20,37.46,94.3437,-0.77
DE,2025-02-19,38.23,96.2785,-1.07
DE,2025-02-18,39.34,98.9848,-1.31
DE,2025-02-17,40.65,102.2776,-1.31
DE,2025-02-16,41.96,105.5765,-0.88
DE,2025-02-15,42.84,107.796,-0.94
DE,2025-02-14,43.78,110.156,-1.14
DE,2025-02-13,44.91,113.0149,-1.06
DE,2025-02-12,45.98,115.6937,-0.99
DE,2025-02-11,46.97,118.176,-0.86
DE,2025-02-10,47.82,120.3318,-0.84
DE,2025-02-09,48.66,122.4374,-0.56
DE,2025-02-08,49.22,123.8567,-0.55
DE,2025-02-07,49.77,125.2432,-0.76
DE,2025-02-06,50.53,127.154,-0.86
DE,2025-02-05,51.39,129.3157,-0.99
DE,2025-02-04,52.38,131.8079,-0.98
DE,2025-02-03,53.36,134.2676,-1.07
DE,2025-02-02,54.43,136.9634,-0.73
DE,2025-02-01,55.16,138.7991,-0.65
DE,2025-01-31,55.84,140.447,-0.59
DE,2025-01-30,56.43,141.9359,-0.59
DE,2025-01-29,57.02,143.412,-0.38
DE,2025-01-28,57.4,144.3611,-0.35
DE,2025-01-27,57.75,145.2521,-0.36
DE,2025-01-26,58.11,146.1566,-0.33
DE,2025-01-25,58.44,146.98,-0.3
DE,2025-01-24,58.74,147.7353,-0.48
DE,2025-01-23,59.21,148.9337,-0.66
DE,2025-01-22,59.87,150.5856,-1.18
DE,2025-01-21,61.05,153.5583,-1.46
DE,2025-01-20,62.51,157.22,-1.34
DE,2025-01-19,63.85,160.5896,-1.11
DE,2025-01-18,64.95,163.3704,-1.09
DE,2025-01-17,66.05,166.1178,-1.31
DE,2025-01-16,67.36,169.4152,-1.12
DE,2025-01-15,68.48,172.2368,-1.16
DE,2025-01-14,69.64,175.146,-1.24
DE,2025-01-13,70.88,178.2742,-1.2
DE,2025-01-12,72.08,181.2865,-0.84
DE,2025-01-11,72.91,183.391,-0.87
DE,2025-01-10,73.78,185.5776,-0.9
DE,2025-01-09,74.69,187.8467,-0.84
DE,2025-01-08,75.53,189.958,-0.77
DE,2025-01-07,76.3,191.9037,-0.54
DE,2025-01-06,76.83,193.2497,-0.34
DE,2025-01-05,77.18,194.1161,-0.53
DE,2025-01-04,77.71,195.4474,-0.61
DE,2025-01-03,78.32,196.9925,-0.68
DE,2025-01-02,79.0,198.7062,-0.46
DE,2025-01-01,79.47,199.8702,0
DE,2024-12-31,79.76,200.6099,-0.35
DE,2024-12-30,80.11,201.4987,-0.5
DE,2024-12-29,80.61,202.7517,-0.51
DE,2024-12-28,81.12,204.0262,-0.49
DE,2024-12-27,81.61,205.2508,-0.42
DE,2024-12-26,82.02,206.3033,-0.16
DE,2024-12-25,82.19,206.7146,-0.07
DE,2024-12-24,82.26,206.8971,-0.16
DE,2024-12-23,82.42,207.2882,-0.18
DE,2024-12-22,82.6,207.7459,-0.08
DE,2024-12-21,82.68,207.9481,-0.11
DE,2024-12-20,82.79,208.2174,-0.26
DE,2024-12-19,83.05,208.8835,-0.14
DE,2024-12-18,83.19,209.2371,-0.2
DE,2024-12-17,83.39,209.7357,-0.25
DE,2024-12-16,83.64,210.3604,-0.27
DE,2024-12-15,83.91,211.0374,-0.31
DE,2024-12-14,84.21,211.8074,-0.44
DE,2024-12-13,84.66,212.9255,-0.76
DE,2024-12-12,85.41,214.8298,-0.86
DE,2024-12-11,86.27,216.9942,-0.8
DE,2024-12-10,87.1,218.9952,-0.77
DE,2024-12-09,87.87,220.9403,-0.43
DE,2024-12-08,88.3,222.0232,-0.16
DE,2024-12-07,88.46,222.4295,-0.14
DE,2024-12-06,88.6,222.7869,-0.26
DE,2024-12-05,88.86,223.4364,-0.42
DE,2024-12-04,89.28,224.4885,-0.54
DE,2024-12-03,89.8,225.8407,-0.46
DE,2024-12-02,90.26,227.0077,-0.38
DE,2024-12-01,90.64,227.9519,-0.28
DE,2024-11-30,90.91,228.6504,-0.33
DE,2024-11-29,91.24,229.4786,-0.47
DE,2024-11-28,91.72,230.6715,-0.25
DE,2024-11-27,91.97,231.3015,-0.25
DE,2024-11-26,92.22,231.9422,-0.17
DE,2024-11-25,92.4,232.3785,-0.07
DE,2024-11-24,92.47,232.564,-0.02
DE,2024-11-23,92.49,232.6266,-0.35
DE,2024-11-22,92.84,233.505,-0.58
DE,2024-11-21,93.43,234.9692,-0.55
DE,2024-11-20,93.97,236.3452,-0.4
DE,2024-11-19,94.42,237.3505,-0.35
DE,2024-11-18,94.77,238.2268,-0.35
DE,2024-11-17,95.11,239.1,-0.05
DE,2024-11-16,95.16,239.2209,-0.05
DE,2024-11-15,95.22,239.3574,-0.22
DE,2024-11-14,95.44,239.9139,-0.29
DE,2024-11-13,95.72,240.6343,-0.45
DE,2024-11-12,96.17,241.7588,-0.35
DE,2024-11-11,96.52,242.628,-0.23
DE,2024-11-10,96.75,243.2077,-0.11
DE,2024-11-09,96.86,243.4915,-0.14
DE,2024-11-08,97.0,243.8323,-0.28
DE,2024-11-07,97.28,244.5461,-0.37
DE,2024-11-06,97.65,245.4823,-0.27
DE,2024-11-05,97.93,246.1715,-0.22
DE,2024-11-04,98.15,246.734,-0.16
DE,2024-11-03,98.31,247.1427,0.05
DE,2024-11-02,98.27,247.0247,0.08
DE,2024-11-01,98.19,246.8286,0.12
DE,2024-10-31,98.06,246.5177,0.02
DE,2024-10-30,98.04,246.4666,0.01
DE,2024-10-29,98.04,246.4358,0.01
DE,2024-10-28,98.04,246.4137,0.03
DE,2024-10-27,98.03,246.3367,0.1
DE,2024-10-26,97.92,246.075,0.1
DE,2024-10-25,97.82,245.8228,0.05
DE,2024-10-24,97.77,245.6932,0.01
DE,2024-10-23,97.76,245.6632,-0.02
DE,2024-10-22,97.78,245.7159,0.01
DE,2024-10-21,97.77,245.6938,0.04
DE,2024-10-20,97.73,245.5856,0.21
DE,2024-10-19,97.52,245.0631,0.21
DE,2024-10-18,97.32,244.5476,0.08
DE,2024-10-17,97.25,244.3471,0.09
DE,2024-10-16,97.16,244.1226,0.09
DE,2024-10-15,97.07,243.9001,-0.01
DE,2024-10-14,97.08,243.915,-0.08
DE,2024-10-13,97.2,244.1249,0.12
DE,2024-10-12,97.08,243.8222,0.14
DE,2024-10-11,96.95,243.4738,0.02
DE,2024-10-10,96.93,243.4229,0.16
DE,2024-10-09,96.77,243.0233,0.22
DE,2024-10-08,96.55,242.4812,0.19
DE,2024-10-07,96.36,242.0031,0.11
DE,2024-10-06,96.26,241.7343,0.09
DE,2024-10-05,96.16,241.5019,0.07
DE,2024-10-04,96.09,241.3241,0.02
DE,2024-10-03,96.07,241.2738,0.07
DE,2024-10-02,96.01,241.1102,-0.08
DE,2024-10-01,96.09,241.3191,0.05
DE,2024-09-30,96.0,241.194,-0.07
DE,2024-09-29,96.07,241.3725,0.03
DE,2024-09-28,96.04,241.2927,0.05
DE,2024-09-27,95.98,241.1557,0.07
DE,2024-09-26,95.91,240.9776,0.09
DE,2024-09-25,95.86,240.7519,0.07
DE,2024-09-24,95.79,240.5732,0.04
DE,2024-09-23,95.75,240.4637,-0.02
DE,2024-09-22,95.76,240.5033,0.04
DE,2024-09-21,95.72,240.3957,0.08
DE,2024-09-20,95.64,240.1842,-0.02
DE,2024-09-19,95.66,240.2361,0.05
DE,2024-09-18,95.62,240.1225,0.08
DE,2024-09-17,95.54,239.9321,-0.01
DE,2024-09-16,95.55,239.946,-0.07
DE,2024-09-15,95.61,240.1118,0.04
DE,2024-09-14,95.57,240.0019,-0.04
DE,2024-09-13,95.61,240.1075,-0.05
DE,2024-09-12,95.66,240.2416,-0.08
DE,2024-09-11,95.75,240.4498,0.04
DE,2024-09-10,95.71,240.3585,0.14
DE,2024-09-09,95.57,240.0093,0.05
DE,2024-09-08,95.52,239.8876,0.13
DE,2024-09-07,95.4,239.5663,0.12
DE,2024-09-06,95.28,239.2648,0.14
DE,2024-09-05,95.15,238.9204,0.09
DE,2024-09-04,95.06,238.6823,0
DE,2024-09-03,95.06,238.6778,0.02
DE,2024-09-02,95.03,238.6172,0.09
DE,2024-09-01,94.95,238.4016,0.2
DE,2024-08-31,95.23,237.8993,0.18
DE,2024-08-30,95.05,237.461,0.11
DE,2024-08-29,94.94,237.1841,0.05
DE,2024-08-28,94.96,237.0688,0.16
DE,2024-08-27,94.8,236.6617,0.12
DE,2024-08-26,94.68,236.3622,0.17
DE,2024-08-25,94.51,235.9386,0.3
DE,2024-08-24,94.21,235.1961,0.3
DE,2024-08-23,94.22,234.4594,0.22
DE,2024-08-22,94.01,233.9234,0.2
DE,2024-08-21,93.81,233.4261,0.2
DE,2024-08-20,93.61,232.9356,0.17
DE,2024-08-19,93.44,232.5081,0.18
DE,2024-08-18,93.3,232.0581,0.32
DE,2024-08-17,92.98,231.2714,0.31
DE,2024-08-16,92.68,230.5121,0.23
DE,2024-08-15,92.45,229.9425,0.24
DE,2024-08-14,92.25,229.3439,0.22
DE,2024-08-13,92.17,228.7916,0.27
DE,2024-08-12,91.94,228.1242,0.24
DE,2024-08-11,91.7,227.5358,0.25
DE,2024-08-10,91.45,226.9166,0.28
DE,2024-08-09,91.17,226.222,0.25
DE,2024-08-08,90.92,225.6038,0.22
DE,2024-08-07,90.7,225.053,0.21
DE,2024-08-06,90.48,224.5208,0.18
DE,2024-08-05,90.43,224.0732,0.27
DE,2024-08-04,90.16,223.4077,0.28
DE,2024-08-03,89.89,222.7254,0.27
DE,2024-08-02,89.62,222.0531,0.2
DE,2024-08-01,89.41,221.5525,0.14
DE,2024-07-31,89.36,221.1985,0.17
DE,2024-07-30,89.19,220.7813,0.16
DE,2024-07-29,89.03,220.3742,0.17
DE,2024-07-28,88.86,219.9647,0.22
DE,2024-07-27,88.64,219.4108,0.22
DE,2024-07-26,88.42,218.8626,0.16
DE,2024-07-25,88.25,218.4581,0.18
DE,2024-07-24,88.08,218.0241,0.2
DE,2024-07-23,87.88,217.5316,0.22
DE,2024-07-22,87.66,216.9934,0.26
DE,2024-07-21,87.41,216.3575,0.35
DE,2024-07-20,87.05,215.4808,0.39
DE,2024-07-19,86.67,214.5234,0.31
DE,2024-07-18,86.36,213.7606,0.23
DE,2024-07-17,86.12,213.1793,0.27
DE,2024-07-16,85.85,212.5168,0.31
DE,2024-07-15,85.54,211.7465,0.24
DE,2024-07-14,85.3,211.1468,0.28
DE,2024-07-13,85.02,210.453,0.25
DE,2024-07-12,84.77,209.8356,0.2
DE,2024-07-11,84.57,209.3406,0.23
DE,2024-07-10,84.34,208.7755,0.3
DE,2024-07-09,84.08,208.0291,0.34
DE,2024-07-08,83.74,207.1781,0.33
DE,2024-07-07,83.41,206.3711,0.3
DE,2024-07-06,83.11,205.6212,0.31
DE,2024-07-05,82.8,204.862,0.34
DE,2024-07-04,82.46,204.0139,0.3
DE,2024-07-03,82.16,203.2697,0.29
DE,2024-07-02,81.87,202.5578,0.3
DE,2024-07-01,81.58,201.8279,0.27
DE,2024-06-30,81.31,201.1689,0.42
DE,2024-06-29,80.89,200.1279,0.42
DE,2024-06-28,80.47,199.0779,0.39
DE,2024-06-27,80.07,198.1163,0.35
DE,2024-06-26,79.72,197.2586,0.35
DE,2024-06-25,79.38,196.3971,0.32
DE,2024-06-24,79.06,195.6175,0.28
DE,2024-06-23,78.78,194.9288,0.44
DE,2024-06-22,78.34,193.8415,0.47
DE,2024-06-21,77.88,192.6858,0.28
DE,2024-06-20,77.59,191.9881,0.29
DE,2024-06-19,77.31,191.2826,0.3
DE,2024-06-18,77.0,190.5281,0.22
DE,2024-06-17,76.78,189.9835,1.14
DE,2024-06-16,75.64,187.1538,-0.53
DE,2024-06-15,76.17,188.4699,0.36
DE,2024-06-14,76.06,187.5845,0.33
DE,2024-06-13,75.73,186.7669,0.19
DE,2024-06-12,75.54,186.2958,0.15
DE,2024-06-11,75.39,185.9298,0.19
DE,2024-06-10,75.2,185.4547,0.19
DE,2024-06-09,74.77,184.9982,0.31
DE,2024-06-08,74.46,184.2366,0.33
DE,2024-06-07,74.13,183.42,0.23
DE,2024-06-06,73.9,182.8526,0.38
DE,2024-06-05,73.52,181.9127,0.17
DE,2024-06-04,73.35,181.4858,0.16
DE,2024-06-03,73.19,181.0962,0.07
DE,2024-06-02,73.11,180.9119,0.25
DE,2024-06-01,72.87,180.3047,0.03
DE,2024-05-31,72.84,180.2395,0.18
DE,2024-05-30,72.66,179.7974,0.09
DE,2024-05-29,72.57,179.5664,0.09
DE,2024-05-28,72.48,179.3461,0.1
DE,2024-05-27,72.38,179.1062,0.13
DE,2024-05-26,72.25,178.7843,0.19
DE,2024-05-25,72.07,178.3194,0.16
DE,2024-05-24,71.91,177.9267,0.1
DE,2024-05-23,71.8,177.6716,0.2
DE,2024-05-22,71.6,177.1728,0.16
DE,2024-05-21,71.44,176.7683,0.07
DE,2024-05-20,71.37,176.5853,0.26
DE,2024-05-19,71.1,175.9402,0.3
DE,2024-05-18,70.8,175.1887,0.32
DE,2024-05-17,70.48,174.4018,0.26
DE,2024-05-16,70.22,173.7602,0.23
DE,2024-05-15,70.0,173.2015,0.29
DE,2024-05-14,69.7,172.475,0.32
DE,2024-05-13,69.38,171.678,0.32
DE,2024-05-12,69.06,170.8922,0.39
DE,2024-05-11,68.68,169.9301,0.36
